operation_index,stage,butterfly_in_stage,half,block,local_index,address_a,address_b,twiddle_address,forward_twiddle,inverse_twiddle
430,3,46,8,5,6,86,94,13,412890215,265081781
431,3,47,8,5,7,87,95,14,918502623,22108881
432,3,48,8,6,0,96,104,7,1,1
433,3,49,8,6,1,97,105,8,1051583792,155190050
434,3,50,8,6,2,98,106,9,808610892,660802458
435,3,51,8,6,3,99,107,10,286011093,970683590
436,3,52,8,6,4,100,108,11,8388480,1065304193
437,3,53,8,6,5,101,109,12,103009083,787681580
438,3,54,8,6,6,102,110,13,412890215,265081781
439,3,55,8,6,7,103,111,14,918502623,22108881
440,3,56,8,7,0,112,120,7,1,1
441,3,57,8,7,1,113,121,8,1051583792,155190050
442,3,58,8,7,2,114,122,9,808610892,660802458
443,3,59,8,7,3,115,123,10,286011093,970683590
444,3,60,8,7,4,116,124,11,8388480,1065304193
445,3,61,8,7,5,117,125,12,103009083,787681580
446,3,62,8,7,6,118,126,13,412890215,265081781
447,3,63,8,7,7,119,127,14,918502623,22108881
448,3,64,8,8,0,128,136,7,1,1
449,3,65,8,8,1,129,137,8,1051583792,155190050
450,3,66,8,8,2,130,138,9,808610892,660802458
451,3,67,8,8,3,131,139,10,286011093,970683590
452,3,68,8,8,4,132,140,11,8388480,1065304193
453,3,69,8,8,5,133,141,12,103009083,787681580
454,3,70,8,8,6,134,142,13,412890215,265081781
455,3,71,8,8,7,135,143,14,918502623,22108881
456,3,72,8,9,0,144,152,7,1,1
457,3,73,8,9,1,145,153,8,1051583792,155190050
458,3,74,8,9,2,146,154,9,808610892,660802458
459,3,75,8,9,3,147,155,10,286011093,970683590
460,3,76,8,9,4,148,156,11,8388480,1065304193
461,3,77,8,9,5,149,157,12,103009083,787681580
462,3,78,8,9,6,150,158,13,412890215,265081781
463,3,79,8,9,7,151,159,14,918502623,22108881
464,3,80,8,10,0,160,168,7,1,1
465,3,81,8,10,1,161,169,8,1051583792,155190050
466,3,82,8,10,2,162,170,9,808610892,660802458
467,3,83,8,10,3,163,171,10,286011093,970683590
468,3,84,8,10,4,164,172,11,8388480,1065304193
469,3,85,8,10,5,165,173,12,103009083,787681580
470,3,86,8,10,6,166,174,13,412890215,265081781
471,3,87,8,10,7,167,175,14,918502623,22108881
472,3,88,8,11,0,176,184,7,1,1
473,3,89,8,11,1,177,185,8,1051583792,155190050
474,3,90,8,11,2,178,186,9,808610892,660802458
475,3,91,8,11,3,179,187,10,286011093,970683590
476,3,92,8,11,4,180,188,11,8388480,1065304193
477,3,93,8,11,5,181,189,12,103009083,787681580
478,3,94,8,11,6,182,190,13,412890215,265081781
479,3,95,8,11,7,183,191,14,918502623,22108881
480,3,96,8,12,0,192,200,7,1,1
481,3,97,8,12,1,193,201,8,1051583792,155190050
482,3,98,8,12,2,194,202,9,808610892,660802458
483,3,99,8,12,3,195,203,10,286011093,970683590
484,3,100,8,12,4,196,204,11,8388480,1065304193
485,3,101,8,12,5,197,205,12,103009083,787681580
486,3,102,8,12,6,198,206,13,412890215,265081781
487,3,103,8,12,7,199,207,14,918502623,22108881
488,3,104,8,13,0,208,216,7,1,1
489,3,105,8,13,1,209,217,8,1051583792,155190050
490,3,106,8,13,2,210,218,9,808610892,660802458
491,3,107,8,13,3,211,219,10,286011093,970683590
492,3,108,8,13,4,212,220,11,8388480,1065304193
493,3,109,8,13,5,213,221,12,103009083,787681580
494,3,110,8,13,6,214,222,13,412890215,265081781
495,3,111,8,13,7,215,223,14,918502623,22108881
496,3,112,8,14,0,224,232,7,1,1
497,3,113,8,14,1,225,233,8,1051583792,155190050
498,3,114,8,14,2,226,234,9,808610892,660802458
499,3,115,8,14,3,227,235,10,286011093,970683590
500,3,116,8,14,4,228,236,11,8388480,1065304193
501,3,117,8,14,5,229,237,12,103009083,787681580
502,3,118,8,14,6,230,238,13,412890215,265081781
503,3,119,8,14,7,231,239,14,918502623,22108881
504,3,120,8,15,0,240,248,7,1,1
505,3,121,8,15,1,241,249,8,1051583792,155190050
506,3,122,8,15,2,242,250,9,808610892,660802458
507,3,123,8,15,3,243,251,10,286011093,970683590
508,3,124,8,15,4,244,252,11,8388480,1065304193
509,3,125,8,15,5,245,253,12,103009083,787681580
510,3,126,8,15,6,246,254,13,412890215,265081781
511,3,127,8,15,7,247,255,14,918502623,22108881
512,4,0,16,0,0,0,16,15,1,1
513,4,1,16,0,1,1,17,16,763394433,751566494
514,4,2,16,0,2,2,18,17,1051583792,155190050
515,4,3,16,0,3,3,19,18,412848016,858364306
516,4,4,16,0,4,4,20,19,808610892,660802458
517,4,5,16,0,5,5,21,20,852239105,475496322
518,4,6,16,0,6,6,22,21,286011093,970683590
519,4,7,16,0,7,7,23,22,455809104,1054360106
520,4,8,16,0,8,8,24,23,8388480,1065304193
521,4,9,16,0,9,9,25,24,19332567,617883569
522,4,10,16,0,10,10,26,25,103009083,787681580
523,4,11,16,0,11,11,27,26,598196351,221453568
524,4,12,16,0,12,12,28,27,412890215,265081781
525,4,13,16,0,13,13,29,28,215328367,660844657
526,4,14,16,0,14,14,30,29,918502623,22108881
527,4,15,16,0,15,15,31,30,322126179,310298240
528,4,16,16,1,0,32,48,15,1,1
529,4,17,16,1,1,33,49,16,763394433,751566494
530,4,18,16,1,2,34,50,17,1051583792,155190050
531,4,19,16,1,3,35,51,18,412848016,858364306
532,4,20,16,1,4,36,52,19,808610892,660802458
533,4,21,16,1,5,37,53,20,852239105,475496322
534,4,22,16,1,6,38,54,21,286011093,970683590
535,4,23,16,1,7,39,55,22,455809104,1054360106
536,4,24,16,1,8,40,56,23,8388480,1065304193
537,4,25,16,1,9,41,57,24,19332567,617883569
538,4,26,16,1,10,42,58,25,103009083,787681580
539,4,27,16,1,11,43,59,26,598196351,221453568
540,4,28,16,1,12,44,60,27,412890215,265081781
541,4,29,16,1,13,45,61,28,215328367,660844657
542,4,30,16,1,14,46,62,29,918502623,22108881
543,4,31,16,1,15,47,63,30,322126179,310298240
544,4,32,16,2,0,64,80,15,1,1
545,4,33,16,2,1,65,81,16,763394433,751566494
546,4,34,16,2,2,66,82,17,1051583792,155190050
547,4,35,16,2,3,67,83,18,412848016,858364306
548,4,36,16,2,4,68,84,19,808610892,660802458
549,4,37,16,2,5,69,85,20,852239105,475496322
550,4,38,16,2,6,70,86,21,286011093,970683590
551,4,39,16,2,7,71,87,22,455809104,1054360106
552,4,40,16,2,8,72,88,23,8388480,1065304193
553,4,41,16,2,9,73,89,24,19332567,617883569
554,4,42,16,2,10,74,90,25,103009083,787681580
555,4,43,16,2,11,75,91,26,598196351,221453568
556,4,44,16,2,12,76,92,27,412890215,265081781
557,4,45,16,2,13,77,93,28,215328367,660844657
558,4,46,16,2,14,78,94,29,918502623,22108881
559,4,47,16,2,15,79,95,30,322126179,310298240
560,4,48,16,3,0,96,112,15,1,1
561,4,49,16,3,1,97,113,16,763394433,751566494
562,4,50,16,3,2,98,114,17,1051583792,155190050
563,4,51,16,3,3,99,115,18,412848016,858364306
564,4,52,16,3,4,100,116,19,808610892,660802458
565,4,53,16,3,5,101,117,20,852239105,475496322
